Transit_Sy,Transit_Li,Station_Na,Built_Year,Lat,Lon,Station_ID,ALAND00,Geo_FIPS,Geo_HU100,TotalPop00,AreaTotal00,Aland00,PopDen00,Awater00,MedianAge00,MedianHouseholdSize00,TotalHH00,Pop15YearOver00,Single00,Married00,PctSingleOver15Yrs00,Pop25YearsOver00,LessThanHighSchool00,PctLessThanHighSchool00,HighSchoolOrMore00,PctBachelorDegreeOrMore00,BachelorDegreeOrMor00,MasterDegreeOrMore00,ProfessionDegreeOrMore00,DoctoralDegreeOrMore00,CivilianOver16InLaborForce00,Employed,Unemployed,UnemploymentRate00,TotalHHInc00,MedianHHIncome00,MedianHHIncome00In15Dollars,TotalCapitaIncome00,MedianCapitaIncome00,MedianCapitaIncomeIn15Dollars,Owner_OccupiedHU,Renter_OccupiedHU,PctOwnerOccupiedHU00,HU00,Occupied_HU00,Vac_HU00,Vacancy00,PctSingleFamilyUnit,HU_1Unit,HU_2Units,HU_3or4Uni,HU_5to9Uni,HU_10to19U,HU_20to49U,HU_50Unito,Pct50UnitsOrMore,MedianYearBuilt,MedianBuildingHistoryTill2000,MedianOwnerOccupiedHUValue,MedianOwnerOccupiedHUValueIn15Dollars,MedianGrossRent00,MedianGrossRent00In2015Dollars,WorkersOve,PctCarTW00,CarToWork,PctTranTW00,PublicTran,BikeToWork,WalkToWork,WorkAtHome,MedianTimeTW00,County,State,ALAND_12,TotalPop15,PopDen15,ALANDSQMIL,CivilianOver16InLaborForce,Employed15,Unemployed15,UnemploymentRate15,MedianMedianHHIncome15,HH15,TotalHHIncome15,MedianHHIncome15,HU15,OccupiedHU15,VacantHU15,Vacancy15,OwnerOccupiedHU15,MedianOwnerOccupiedHUValue15,PctOwnerOccupiedHU15,RenterOccupiedHU15,MedianGrossRent15,WorkersOver16,PctCartW15,CarTW,DriveAlong,CarPoolTW,PublicTran_1,PctTranTW15,BicycleTW,WalkTW,WorkAtHome_1,MedianAveCommute,TotalCommuteTime15,AverageCommuteTime,UnemploymentRateDecrease,StandardizedUnemploymentRateDecrease,PctPropertyValueIncrease,StandardizedPctPropertyValueIncrease,VacancyDecrease,StandardizedVacancyDecrease,PctPopulationDensityIncrease,StandardizedPopulationDensityIncrease,PctMedianHHIncomeIncrease,StandardizedPctMedianHHIncomeIncrease,PctTranTWIncrease,StandardizedPctTranTWIncrease,PctCarTWDecrease,StandardizedPctCarTWDecrease,TimeTWDecrease,StandardizedTimeTWDecrease,DI,TPCI,predictedvalueDI,residualsDI,predictedvalueTPCI,residualsTPCI,DICluster,TPCICluster
TriMet,Portland Streetcar,NW 10th & Johnson,2001,45.528572,-122.68125,66,4068667,41051005000,7574,10421,1.7659986,1.5776476,6605.404147,0.18835106,38.73505422,1.244453968,6767,10185,8097,2088,0.794992636,8608,1284,0.149163569,7324,0.329228625,2834,888,321,96,6751,5494,1257,0.186194638,132461753,19574.66425,27101.51415,219775260,21089.65166,29199.04452,621,6146,0.091768878,7574,6767,807,0.106548719,0.021653024,164,53,91,107,306,1749,5116,0.675468709,1955.742804,44.25719567,237325.4428,328581.8221,483.1962252,668.9948377,5383,0.349061861,1879,0.251718373,1355,164,1653,250,22.72097343, Multnomah County, Oregon,5445512,19818,10152.48,2.102524027,12398,10907,1491,0.120261332,38450,13417,625522127,46621.60893,15292,13417,1875,0.122613131,2719,368760.5737,0.20265335,10698,991.9414844,10749,0.386640618,4156,3810,346,1931,0.179644618,617,2643,1109,24,257228,23.93041213,0.065933305,1.058488109,0.122279289,-0.664469653,-0.016064412,0.278360268,0.536996037,0.003805195,0.720258457,2.014354222,-0.072073755,-1.66637061,-0.037578756,-1.372903799,-1.209438696,-0.325756813,2.690538142,-3.365031223,2.80575142,-0.115213278,-1.676069827,-1.688961396,2,2
VTA,"OHLONE/CHYNOWETH - ALMADEN     (900), ALUM ROCK-SANTA TERESA VIA BAYPOINT(901)",OHLONE-CHYNOWETH STATION,Pre-2000,37.25799296,-121.8596663,27,4667807,6085512024,3647,10249,1.831761,1.8302216,5599.868344,0.001539389,34.38211533,2.849874896,3597,8147,3837,4310,0.47097091,6738,728,0.10804393,6010,0.342089641,2305,681,156,31,5766,5572,194,0.033645508,273323612,75986.54768,105204.895,317947202,31022.26578,42950.94742,2147,1450,0.596886294,3647,3597,50,0.013709899,0.678091582,2473,62,44,174,240,182,472,0.129421442,1978.312311,21.68768851,381945.2259,528810.8042,1340.404828,1855.817292,5482,0.926121853,5077,0.039219263,215,30,37,75,30.26450201, Santa Clara County, California,4587331,12178,6721.386,1.771178477,6563,6021,542,0.082584184,88906,4212,355623538,84431.03941,4444,4212,232,0.052205221,2359,619663.0776,0.560066477,1853,1765.603886,5836,0.881768334,5146,4379,767,267,0.045750514,62,85,239,30,181437,31.08927347,-0.048938676,-0.712801333,0.171804874,-0.526941216,-0.038495322,-0.245922805,0.200275719,-0.396438664,-0.197460922,-0.970690147,0.006531251,-0.047557422,0.044353519,-0.027486525,-0.824771468,-0.156000058,-2.852794164,-0.231044005,-1.512385201,-1.340408963,1.588271322,-1.819315327,3,1
Capitol Corridor Joint Powers Authority,Capitol Corridor,Martinez,Pre-2000,38.019734,-122.136351,33,15111087,6013318000,3217,7235,7.1311034,5.8792276,1230.60383,1.2518757,38.24073255,2.054517897,3101,6237,3472,2765,0.55667789,5256,856,0.162861492,4400,0.220700152,1160,402,131,43,3633,3426,207,0.056977704,128274721,41365.59852,57271.49846,164156693,22689.24575,31413.71453,1196,1905,0.385682038,3217,3101,116,0.03605844,0.613304321,1973,159,312,169,131,115,351,0.109107864,1946.206714,53.79328567,208687.291,288931.7281,706.1574803,977.6891546,3383,0.845699084,2861,0.061779486,209,26,119,130,28.6958321, Contra Costa County, California,15111092,6363,1449.042,5.834425487,3665,3334,331,0.090313779,63523,2905,176498747,60756.88365,3173,2905,268,0.084462654,1140,368249.8246,0.39242685,1765,1109.15864,3242,0.865823566,2807,2452,355,251,0.077421345,0,61,117,31,98990,30.53362122,-0.033336075,-0.47221418,0.274521933,-0.241704471,-0.048404214,-0.47752573,0.177504868,-0.42350532,0.060857238,-0.130464708,0.015641859,0.140068958,-0.020124482,-1.086285589,-1.83778912,-0.603052931,-1.745414409,-1.549269561,-3.339391612,1.593977203,0.358892471,-1.908162032,1,3
TriMet,MAX Blue Line,Beaverton Creek MAX Station,Pre-2000,45.500584,-122.833325,58,8787614,41067031402,3348,7602,3.373952,3.373952,2253.144087,0,28.1,2.400701531,3136,6193,3180,3013,0.513482965,4465,689,0.15431131,3776,0.270324748,1207,298,61,44,4659,4381,278,0.059669457,119773822,38193.18304,52879.22578,156053525,20527.95646,28421.36628,758,2378,0.241709184,3348,3136,212,0.063321386,0.301971326,1011,54,180,343,741,388,502,0.149940263,1987.586619,12.41338112,140532.19,194569.6277,728.7703953,1008.997188,4299,0.75343103,3239,0.142126076,611,28,210,123,24.47964643, Washington County, Oregon,8788282,9920,2866.6035,3.393174795,5616,4884,732,0.13034188,51310.5,3957,199521066,50422.30629,4284,3957,327,0.076330532,1098,198528.9617,0.277482942,2859,1053.890521,4875,0.763076923,3720,3160,560,663,0.136,139,218,101,27,131625,27,-0.070672423,-1.047928811,0.020349189,-0.947521078,-0.013009146,0.349771724,0.272268168,-0.310864571,-0.046462849,-0.479542245,-0.006126076,-0.308225906,-0.009645893,-0.914215727,-2.520353571,-0.904274137,-2.436084981,-2.12671577,-0.12702263,-2.309062351,-0.178725277,-1.947990493,3,3
MARTA,GOLD-Northeast Doraville Line(GOLD),LENOX STATION,Pre-2000,33.845137,-84.357854,84,18625091,13121009401,14597,23313,7.224289,7.179214,3247.291417,0.04507511,36.14045811,1.805103797,12669,20688,12408,8280,0.599767981,18333,773,0.042164403,17560,0.705612829,12936,4845,1804,387,14751,14249,502,0.034031591,874165113,69000.32465,95532.32949,1308660619,56134.3722,77719.16099,6305,6364,0.497671482,14597,12669,1928,0.132081935,0.361375625,5275,154,471,631,1533,1403,5112,0.350208947,1973.462218,26.53778174,320318.3347,443487.1407,932.6763042,1291.308997,14109,0.834431923,11773,0.057622794,813,20,459,922,19.60372812, Fulton County, Georgia,11885450,21827,5547.203,4.588998095,13285,12677,608,0.045765901,83776,11065,1026048871,92729.22467,13091,11065,2026,0.154762814,5371,440458.3876,0.485404428,5694,1359.794169,12510,0.8117506,10155,9808,347,645,0.051558753,41,439,1091,25,308336,24.64716227,-0.01173431,-0.13912184,-0.006829404,-1.022993775,-0.02268088,0.123711972,0.70825537,0.207373238,-0.02934195,-0.423853496,-0.006064041,-0.306948343,0.022681323,-0.3833676,-5.043434153,-2.017729979,-1.254883901,-2.708045922,1.328265355,-2.583149256,-0.752732903,-1.955313019,3,2
TriMet,"MAX Yellow Line, Vintage Trolley, MAX Mall Shuttle, MAX Green Line",Union Station/NW 6th & Hoyt St MAX Stn,2009,45.527222,-122.676517,71,3881984,41051005000,4688,7638,1.764314,1.5096422,5059.477007,0.25467183,39.49088767,1.225964363,4153,7523,5780,1743,0.768310514,6450,1243,0.192713178,5207,0.264186047,1704,485,181,49,4481,3351,1130,0.252175854,71916957,17316.86901,23975.55148,137645415,18021.13315,24950.61927,456,3697,0.109800144,4688,4153,535,0.11412116,0.019411263,91,37,44,85,235,972,3237,0.690486348,1962.46587,37.53412969,245426.0965,339797.3391,420.946984,582.8095183,3254,0.324523663,1056,0.26090965,849,112,1065,115,21.99385372, Multnomah County, Oregon,4818561,15317,8839.3475,1.860456882,9334,8042,1292,0.138418684,44478.5,10243,507033533,49500.49136,11744,10243,1501,0.127809946,2357,377324.5651,0.230108367,7886,1004.044382,7888,0.387423935,3056,2808,248,1450,0.183823529,439,1850,817,23.5,182842,23.17976673,0.113757169,1.795916889,0.110440023,-0.697346311,-0.013688785,0.333886363,0.747087196,0.253530833,1.064623681,3.134462934,-0.07708612,-1.769596653,-0.062900272,-1.788710689,-1.185913016,-0.31537474,4.820450708,-3.873682083,4.134014406,0.686436302,-1.893981222,-1.979700861,2,2
WMATA,"Metrorail Yellow Line(Yellow), Metrorail Blue Line(Blue)",PENTAGON CITY METRO STATION,Pre-2000,38.862961,-77.059142,46,8313568,51013103500,7606,13282,3.1807821,3.1807821,4175.702573,0,32.73980575,1.654919685,6848,12478,8884,3594,0.711973073,9643,546,0.056621383,9097,0.651768122,6285,3454,1066,344,7581,7329,252,0.033240997,410059485,59880.1818,82905.30931,478924457,36058.15818,49923.24117,1279,5569,0.18676986,7606,6848,758,0.099658165,0.136865632,1041,89,150,40,142,162,5953,0.782671575,1967.049698,32.95030239,193419.2338,267792.7975,996.1815407,1379.233267,9161,0.42004148,3848,0.350180111,3208,21,1589,416,23.71258596, Arlington County, Virginia,8127180,19360,13586.28,3.137921873,14512,14239,273,0.018812018,94186,10248,1054505960,102898.708,12241,10248,1993,0.162813496,2060,568960.1456,0.201014832,8188,1873.764411,14361,0.472529768,6786,6230,556,5497,0.382772787,267,945,740,27,404740,28.18327415,0.01442898,0.264307775,1.124628261,2.118970217,-0.063155331,-0.822307143,2.253651275,2.044313827,0.241159449,0.45600008,0.032592676,0.489158761,-0.052488288,-1.617734562,-4.470688183,-1.764972555,4.061284756,-2.893548356,3.182341977,0.878942779,-0.865340561,-2.028207795,3,2
Metrolink,Antelope Valley Line,Sylmar/San Fernando Metrolink Station,Pre-2000,34.29259309,-118.4501699,95,7738782,6037320200,7465,30477,3.0031409,3.0031409,10148.37499,0,27.14576894,4.166545029,7262,21545,10443,11102,0.484706428,16480,9205,0.558555825,7275,0.057584951,949,249,108,16,11777,10880,897,0.076165407,299208283,41201.91173,57044.87083,360623381,11832.64038,16382.52727,4192,3070,0.577251446,7465,7262,203,0.02719357,0.78070998,5828,146,361,379,221,269,49,0.006563965,1959.027729,40.9722706,150377.0754,208200.0684,672.7850163,931.4843107,10528,0.868920973,9148,0.064019757,674,5,411,156,27.3575228, Los Angeles County, California,7833250,31784,10468.52,3.024434862,15605,14102,1503,0.096315284,53162,8043,425661892,52923.2739,8521,8043,478,0.056096702,4640,338475.1509,0.576899167,3403,1188.096679,13606,0.893135381,12152,9959,2193,754,0.055416728,78,340,153,30,392053,28.8147141,-0.020149876,-0.268887194,0.625720652,0.733545211,-0.028903132,-0.021722242,0.031546431,-0.596999359,-0.072251841,-0.563425495,-0.008603029,-0.359236962,-0.024214409,-1.153446645,-1.4571913,-0.435092039,-0.71748908,-1.947775645,-0.909817872,0.192328792,0.310693939,-2.258469584,1,3
MTS,Blue Line,Barrio Logan Station,Pre-2000,32.69806891,-117.1465247,89,4203365,6073005000,3644,13325,1.5562265,1.5562265,8562.378291,0,28.03230019,3.413547328,3349,9712,6152,3560,0.633443163,7493,4102,0.547444281,3391,0.04751101,356,81,37,0,4958,4063,895,0.180516337,66767284,19936.48373,27602.46045,110083296,8261.410582,11438.08818,623,2726,0.186025679,3644,3349,295,0.080954995,0.5266191,1919,229,345,301,193,192,459,0.125960483,1954.644621,45.3553787,123823.5955,171436.2444,489.4262656,677.6204532,3957,0.597169573,2363,0.252211271,998,79,324,99,26.86151125, San Diego County, California,4203344,16809,12508.48,1.622920261,7951,6621,1330,0.167274557,27693.5,5903,161402242,27342.40928,6492,5903,589,0.090727049,936,336436.5385,0.158563442,4967,871.3303805,6693,0.671447781,4494,3665,829,1158,0.173016584,104,527,342,24,165840,24.7781264,0.013241781,0.246001543,0.962458636,1.668638635,-0.009772054,0.425433059,0.460865145,-0.086688073,-0.009421304,-0.359058077,-0.079194687,-1.813021052,-0.074278208,-1.975548809,2.083384845,1.127392815,1.894327088,-2.661177047,1.528121384,0.366205704,-0.257105966,-2.404071081,1,3
Metro,Metro Blue Line (801),7th Street / Metro Center Station,Pre-2000,34.048706,-118.258738,96,4026887,6037209300,10337,15626,1.5696794,1.5696794,9954.89907,0,39.77518239,1.663285072,9117,14078,10039,4039,0.713098451,11782,4785,0.406127992,6997,0.245713801,2895,1311,586,143,6222,5601,621,0.099807136,153446425,16830.80235,23302.58247,316698982,20267.43773,28060.67289,562,8555,0.061643084,10337,9117,1220,0.118022637,0.021089291,218,72,130,176,236,1550,7992,0.773145013,1960.117249,39.88275128,176107.2954,243824.0726,542.0825248,750.5240973,5475,0.490593607,2686,0.275616438,1509,35,946,211,27.84986301, Los Angeles County, California,3570260,22566,18067.78,1.378485151,13191,12163,1028,0.077931923,32135.5,13245,521491692,39372.72118,15323,13245,2078,0.135613131,1511,490092.6539,0.114080785,11734,1206.427987,12049,0.549091211,6616,6031,585,1932,0.160345257,216,2135,803,26.5,320940,26.63623537,0.021875213,0.379126323,1.010025707,1.800728441,-0.017590493,0.242690792,0.814963655,0.334212437,0.689629089,1.914726791,-0.115271181,-2.555990348,-0.058497604,-1.716414076,1.213627641,0.743561935,4.671484785,-3.528842489,1.408999285,3.2624855,-1.119590271,-2.409252218,2,2
Maryland Transit Administration,Metro Subway([M]),OWINGS MILLS STATION (METRO),Pre-2000,39.407642,-76.780768,118,38279515,24005403702,12939,29776,14.905829,14.891424,1999.540138,0.014404702,32.96628157,2.384671444,12281,23841,11292,12549,0.473637851,20290,1201,0.05919172,19089,0.477230163,9683,3696,1217,337,18089,17463,626,0.034606667,786477207,64040.16017,88664.88255,884886668,29718.11754,41145.3281,8554,3727,0.696523084,12939,12281,658,0.050854007,0.648736378,8394,47,123,881,2816,358,313,0.024190432,1990.924569,9.075430868,133660.9773,185056.2963,963.4102495,1333.860759,17198,0.891731597,15336,0.061402489,1056,0,161,508,30.60448889, Baltimore County, Maryland,33526488,30739,2595.295,12.94464994,18024,17233,791,0.04388593,82193,12205,984467644,80661.01139,13423,12205,1218,0.090739775,7478,241566.8227,0.612699713,4727,1504.089063,16865,0.87079751,14686,13142,1544,1356,0.080403202,0,234,476,33,566701,33.60219389,-0.009279263,-0.101265788,0.305369379,-0.156043674,-0.039885768,-0.278422029,0.297945938,-0.280342594,-0.09027104,-0.622036123,0.019000713,0.209242126,0.020934087,-0.412059125,-2.997704999,-1.114933178,-1.438110209,-1.317750177,-1.281177565,-0.156932644,1.165078309,-2.482828486,3,1
Metro St. Louis,MetroLink(Metrolink),STADIUM METROLINK STATION,Pre-2000,38.623416,-90.194531,142,4226634,29510122400,4361,5801,1.7875145,1.5965218,3633.523827,0.19099283,36.00955008,1.661346999,3415,4682,3915,767,0.836181119,4074,966,0.237113402,3108,0.257977418,1051,421,131,26,2526,2251,275,0.108867775,77956725,22827.73792,31605.45971,130880894,22561.78142,31237.23761,225,3190,0.065885798,4361,3415,946,0.216922724,0.069479477,303,87,138,447,262,435,2680,0.61453795,1959.90094,40.09905985,126746.2222,175482.6796,460.5200627,637.5992372,2233,0.60367219,1348,0.171965965,384,20,414,67,20.66009852, St. Louis city, Missouri,6571698,12574,5021.379,2.537346891,7447,6702,745,0.100040285,52778,6748,308491771,45716.03008,8801,6748,2053,0.233268947,1359,205590.7285,0.201393005,5389,852.7520876,6717,0.721750782,4848,4432,416,588,0.08753908,27,953,213,21,139887,20.8258151,0.00882749,0.177934593,0.171572767,-0.527585757,-0.016346223,0.271773436,0.381958462,-0.180480795,0.4464599,1.123776056,-0.084426885,-1.920774392,-0.118078592,-2.694798852,-0.165716574,0.134846191,0.865417532,-4.480727053,2.317182206,-1.451764674,-1.862129107,-2.618597946,2,2
Metra,Union Pacific Northwest(UP-NW),Woodstock Metra,Pre-2000,42.3169444,-88.4475,109,13835310,17111870905,5133,12876,5.315392,5.315392,2422.39895,0,33.65638397,2.553014646,4916,9991,4386,5605,0.438995096,8276,1381,0.166868052,6895,0.262445626,2172,633,133,0,7126,6884,242,0.033960146,233105662,47417.75061,65650.82407,287817089,22352.9892,30948.16061,2868,2048,0.583401139,5133,4916,217,0.042275472,0.612312488,3143,527,341,434,297,203,188,0.036625755,1964.677966,35.3220339,142890.3766,197834.5842,704.1357422,974.8900178,6814,0.902553566,6150,0.045641327,311,7,180,111,24.86718521, McHenry County, Illinois,13843910,13298,2283.791,5.345163761,7485,6911,574,0.076686707,55245,5342,290206637,54325.46556,5796,5342,454,0.078329883,3158,160553.8315,0.591164358,2184,940.9551282,6775,0.873357934,5917,5219,698,274,0.040442804,30,108,397,31,204149,30.13269373,-0.042726561,-0.617012492,-0.188444062,-1.527322599,-0.03605441,-0.188870787,-0.057219291,-0.702511064,-0.172509008,-0.889529638,-0.005198522,-0.289123612,0.029195633,-0.276395541,-5.26550852,-2.115733191,-3.92524658,-2.681252343,-2.25272592,-1.67252066,0.013776014,-2.695028357,3,3
NJ TRANSIT RAIL,"Morris & Essex Line, Gladstone Branch",SOUTH ORANGE,Pre-2000,40.745952,-74.260538,125,7380228,34013019300,5671,16964,2.8578003,2.8533279,5945.338424,0.004471836,33.92869606,2.693826512,5522,13794,7133,6661,0.517108888,10351,679,0.065597527,9672,0.57366438,5938,3023,1292,331,9422,9030,392,0.041604755,515824219,93412.57135,129331.5733,696121609,41035.22807,56814.09397,3982,1540,0.721115538,5671,5522,149,0.026274026,0.695644507,3945,292,131,91,253,635,311,0.054840416,1940.005114,59.99488626,273756.9814,379022.0159,849.8506494,1176.635221,8805,0.607382169,5348,0.211811471,1865,0,935,601,30.47041454, Essex County, New Jersey,7395735,16305,6012.4065,2.855509369,8049,7459,590,0.073301031,100640.5,5253,633599592,120616.7127,5585,5253,332,0.059444942,3596,526865.3504,0.684561203,1657,1646.416415,7368,0.601927253,4435,4183,252,1957,0.265608035,0,236,708,36,271161,36.80252443,-0.031696276,-0.446929012,0.390065295,0.079149852,-0.033170916,-0.121474182,0.011280784,-0.621088196,-0.067383859,-0.547591526,0.053796564,0.925837484,0.005454916,-0.666243984,-6.332109893,-2.586432992,-1.657933063,-2.326839493,0.813699911,-2.471632974,0.905931263,-3.232770756,3,3
MTS,"Blue Line, Orange Line",America Plaza Station,Pre-2000,32.71653327,-117.1685805,85,8831060,6073005300,7122,11928,3.4381365,3.4381365,3469.321244,0,41.94706573,1.377449821,6427,11419,8890,2529,0.778527016,10376,1790,0.172513493,8586,0.309753277,3214,1210,510,147,5250,4944,306,0.058285714,190403100,29625.50179,41017.09974,345628902,28976.2661,40118.21994,896,5531,0.139411856,7122,6427,695,0.097584948,0.044229149,315,83,165,211,483,1583,4266,0.598989048,1973.661612,26.33838809,317885.7143,440119.1291,635.4604954,879.8077651,5021,0.528779128,2655,0.134634535,676,56,1204,342,19.75502888, San Diego County, California,8789233,20018,10916.8715,3.393541978,12559,11987,572,0.045545027,68348,11704,832601822,71138.22813,14555,11704,2851,0.195877705,3352,540794.6002,0.286397813,8352,1575.46432,12152,0.620556287,7541,6862,679,361,0.029707044,137,2629,1359,21.5,261471,21.51670507,0.012740687,0.238274837,0.228745956,-0.368820558,-0.098292757,-1.643582677,2.146687992,1.917171523,0.734355393,2.060206994,-0.104927491,-2.342969527,-0.091777159,-2.262900661,-1.76167619,-0.56946368,2.20325012,-5.175333867,1.90737656,0.29587356,-1.649332105,-3.526001762,2,2
